id_voto,id_proyecto,proyecto,dependencia,comuna_id,comuna,perfil_territorial,canal,dispositivo,latencia_ms,estado,timestamp_voto
V-0007298,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,punto_fisico,terminal,1334,REVISION,2026-04-15T12:22:49
V-0002422,PP-422,Escuelas deportivas,INDER,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1278,VALIDO,2026-04-15T16:42:46
V-0005605,PP-704,Mejoramiento de parques,Infraestructura,90,Santa Elena,rural,web,desktop,319,VALIDO,2026-04-15T10:49:59
V-0001751,PP-517,Cuidado adulto mayor,Inclusion Social,7,Robledo,ladera_noroccidente,movil,android,344,VALIDO,2026-04-15T10:47:35
V-0006767,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1332,VALIDO,2026-04-15T13:32:01
V-0006160,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,punto_fisico,terminal,1265,VALIDO,2026-04-15T14:57:32
V-0004063,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,movil,android,135,VALIDO,2026-04-15T16:30:42
V-0000339,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,kiosko,terminal,1197,VALIDO,2026-04-15T16:54:36
V-0000216,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,movil,android,148,VALIDO,2026-04-15T11:00:52
V-0003664,PP-517,Cuidado adulto mayor,Inclusion Social,5,Castilla,valle,web,tablet,539,REVISION,2026-04-15T15:57:33
V-0001342,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,movil,android,399,VALIDO,2026-04-15T13:26:45
V-0006880,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,movil,ios,488,VALIDO,2026-04-15T16:00:10
V-0007280,PP-205,Huertas urbanas,Medio Ambiente,80,San Antonio de Prado,rural,punto_fisico,terminal,1407,VALIDO,2026-04-15T10:25:35
V-0003895,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,movil,android,287,VALIDO,2026-04-15T13:39:52
V-0003641,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1907,VALIDO,2026-04-15T11:08:16
V-0000330,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,movil,ios,583,VALIDO,2026-04-15T09:42:59
V-0005917,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,movil,android,207,VALIDO,2026-04-15T16:52:28
V-0003005,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1701,VALIDO,2026-04-15T14:31:37
V-0007183,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,kiosko,terminal,1609,VALIDO,2026-04-15T14:06:56
V-0003116,PP-704,Mejoramiento de parques,Infraestructura,11,Laureles-Estadio,centro_sur,web,desktop,517,VALIDO,2026-04-15T11:51:37
V-0007274,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,kiosko,terminal,1667,VALIDO,2026-04-15T11:02:20
V-0002323,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,web,tablet,127,VALIDO,2026-04-15T15:17:47
V-0004198,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,movil,android,90,VALIDO,2026-04-15T13:59:30
V-0003550,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,web,desktop,606,VALIDO,2026-04-15T09:01:16
V-0001459,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,web,tablet,702,VALIDO,2026-04-15T16:29:57
V-0000172,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,android,3395,VALIDO,2026-04-15T10:38:55
V-0004204,PP-517,Cuidado adulto mayor,Inclusion Social,2,Santa Cruz,ladera_norte,movil,ios,669,VALIDO,2026-04-15T14:51:02
V-0006301,PP-704,Mejoramiento de parques,Infraestructura,4,Aranjuez,valle,web,desktop,583,VALIDO,2026-04-15T12:09:28
V-0003570,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,desktop,90,VALIDO,2026-04-15T15:48:34
V-0004227,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,kiosko,terminal,1827,VALIDO,2026-04-15T09:47:42
V-0005159,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,web,desktop,90,VALIDO,2026-04-15T10:04:44
V-0006137,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,web,desktop,550,VALIDO,2026-04-15T15:05:22
V-0006536,PP-704,Mejoramiento de parques,Infraestructura,1,Popular,ladera_norte,kiosko,terminal,1554,VALIDO,2026-04-15T10:58:56
V-0000939,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,web,desktop,252,VALIDO,2026-04-15T16:03:12
V-0000061,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,punto_fisico,terminal,4392,VALIDO,2026-04-15T10:49:07
V-0001241,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,movil,android,500,VALIDO,2026-04-15T14:03:18
V-0005761,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,web,desktop,591,VALIDO,2026-04-15T15:50:25
V-0005137,PP-101,Bibliotecas barriales,Cultura,90,Santa Elena,rural,punto_fisico,terminal,975,VALIDO,2026-04-15T09:05:57
V-0006287,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,movil,android,104,VALIDO,2026-04-15T12:58:01
V-0002121,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,movil,ios,340,VALIDO,2026-04-15T10:36:39
V-0001525,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1340,VALIDO,2026-04-15T09:09:34
V-0000154,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1353,VALIDO,2026-04-15T11:50:31
V-0000482,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,web,desktop,344,VALIDO,2026-04-15T10:29:20
V-0004461,PP-704,Mejoramiento de parques,Infraestructura,12,La America,centro_sur,movil,android,524,VALIDO,2026-04-15T12:04:05
V-0003921,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,kiosko,terminal,1485,VALIDO,2026-04-15T09:24:08
V-0001763,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,web,desktop,135,VALIDO,2026-04-15T10:27:25
V-0000751,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,web,desktop,588,VALIDO,2026-04-15T12:16:00
V-0001786,PP-205,Huertas urbanas,Medio Ambiente,5,Castilla,valle,movil,ios,415,VALIDO,2026-04-15T16:42:42
V-0006256,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1449,VALIDO,2026-04-15T14:36:21
V-0004502,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,kiosko,terminal,1695,VALIDO,2026-04-15T09:31:03
V-0004854,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,web,tablet,473,VALIDO,2026-04-15T11:57:22
V-0002712,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1662,VALIDO,2026-04-15T11:32:14
V-0006079,PP-422,Escuelas deportivas,INDER,10,La Candelaria,centro,movil,android,363,VALIDO,2026-04-15T15:40:22
V-0004194,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,web,desktop,290,VALIDO,2026-04-15T11:11:54
V-0001334,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,kiosko,terminal,1697,REVISION,2026-04-15T14:20:05
V-0006698,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,kiosko,terminal,1755,VALIDO,2026-04-15T10:20:17
V-0002855,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,web,desktop,148,VALIDO,2026-04-15T11:58:42
V-0000187,PP-517,Cuidado adulto mayor,Inclusion Social,8,Villa Hermosa,ladera_oriente,web,tablet,357,VALIDO,2026-04-15T10:50:37
V-0001137,PP-318,Ciclorutas seguras,Movilidad,90,Santa Elena,rural,movil,android,197,VALIDO,2026-04-15T12:31:32
V-0002059,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,punto_fisico,terminal,1303,VALIDO,2026-04-15T15:59:02
V-0006309,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,movil,ios,319,VALIDO,2026-04-15T14:04:47
V-0006303,PP-318,Ciclorutas seguras,Movilidad,12,La America,centro_sur,web,desktop,187,VALIDO,2026-04-15T09:46:25
V-0000149,PP-704,Mejoramiento de parques,Infraestructura,5,Castilla,valle,punto_fisico,terminal,1363,VALIDO,2026-04-15T12:14:01
V-0004125,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1550,REVISION,2026-04-15T13:01:33
V-0004890,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,movil,ios,444,VALIDO,2026-04-15T10:05:32
V-0006524,PP-101,Bibliotecas barriales,Cultura,3,Manrique,ladera_norte,punto_fisico,terminal,1194,VALIDO,2026-04-15T14:41:38
V-0003364,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,web,desktop,389,VALIDO,2026-04-15T15:08:02
V-0004789,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,kiosko,terminal,1337,VALIDO,2026-04-15T14:11:49
V-0002867,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,kiosko,terminal,1909,VALIDO,2026-04-15T11:49:53
V-0003777,PP-517,Cuidado adulto mayor,Inclusion Social,16,Belen,sur,movil,android,447,VALIDO,2026-04-15T11:02:16
V-0001387,PP-704,Mejoramiento de parques,Infraestructura,14,El Poblado,sur,web,tablet,208,VALIDO,2026-04-15T11:47:25
V-0005942,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,movil,android,383,VALIDO,2026-04-15T11:21:23
V-0007106,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,movil,ios,207,VALIDO,2026-04-15T14:10:31
V-0006223,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,movil,ios,525,VALIDO,2026-04-15T12:22:52
V-0005696,PP-422,Escuelas deportivas,INDER,10,La Candelaria,centro,punto_fisico,terminal,1297,VALIDO,2026-04-15T12:32:12
V-0003630,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,web,desktop,158,VALIDO,2026-04-15T13:09:58
V-0006771,PP-422,Escuelas deportivas,INDER,12,La America,centro_sur,movil,android,214,VALIDO,2026-04-15T16:06:00
V-0004798,PP-517,Cuidado adulto mayor,Inclusion Social,7,Robledo,ladera_noroccidente,kiosko,terminal,1603,VALIDO,2026-04-15T16:42:12
V-0003029,PP-704,Mejoramiento de parques,Infraestructura,11,Laureles-Estadio,centro_sur,movil,ios,3129,VALIDO,2026-04-15T11:44:41
V-0002970,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,kiosko,terminal,2075,REVISION,2026-04-15T13:46:24
V-0006544,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,movil,ios,273,VALIDO,2026-04-15T10:20:59
V-0001709,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,desktop,3593,INVALIDO,2026-04-15T14:11:15
V-0002954,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1370,VALIDO,2026-04-15T13:00:29
V-0000455,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,web,desktop,90,VALIDO,2026-04-15T09:31:17
V-0006291,PP-422,Escuelas deportivas,INDER,16,Belen,sur,movil,android,561,VALIDO,2026-04-15T11:57:17
V-0000610,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,movil,android,278,VALIDO,2026-04-15T10:20:01
V-0004264,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,web,tablet,568,VALIDO,2026-04-15T10:14:57
V-0004827,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,android,254,VALIDO,2026-04-15T14:41:51
V-0006380,PP-633,Aulas digitales,Educacion,70,Altavista,rural,kiosko,terminal,1868,VALIDO,2026-04-15T12:49:55
V-0002075,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,web,desktop,90,VALIDO,2026-04-15T14:16:46
V-0004053,PP-633,Aulas digitales,Educacion,70,Altavista,rural,punto_fisico,terminal,1644,VALIDO,2026-04-15T09:34:11
V-0006115,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,punto_fisico,terminal,1212,VALIDO,2026-04-15T14:37:30
V-0001623,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1012,VALIDO,2026-04-15T10:09:56
V-0004684,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,movil,android,482,VALIDO,2026-04-15T12:01:26
V-0005498,PP-205,Huertas urbanas,Medio Ambiente,11,Laureles-Estadio,centro_sur,movil,android,400,VALIDO,2026-04-15T09:28:26
V-0005797,PP-704,Mejoramiento de parques,Infraestructura,9,Buenos Aires,ladera_oriente,web,desktop,408,VALIDO,2026-04-15T15:08:54
V-0006644,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,kiosko,terminal,1738,VALIDO,2026-04-15T14:50:15
V-0000041,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,kiosko,terminal,1825,VALIDO,2026-04-15T15:22:30
V-0005476,PP-205,Huertas urbanas,Medio Ambiente,6,Doce de Octubre,ladera_noroccidente,movil,android,467,VALIDO,2026-04-15T10:57:13
V-0002090,PP-517,Cuidado adulto mayor,Inclusion Social,15,Guayabal,sur,kiosko,terminal,1870,VALIDO,2026-04-15T12:25:40
V-0003925,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,web,desktop,453,VALIDO,2026-04-15T11:20:21
V-0002176,PP-517,Cuidado adulto mayor,Inclusion Social,12,La America,centro_sur,movil,android,525,VALIDO,2026-04-15T11:12:56
V-0000075,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,web,desktop,228,VALIDO,2026-04-15T12:12:24
V-0006021,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,movil,android,294,VALIDO,2026-04-15T09:18:46
V-0007421,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,android,503,VALIDO,2026-04-15T14:26:14
V-0002658,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,movil,android,180,VALIDO,2026-04-15T15:59:12
V-0003181,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,web,tablet,294,VALIDO,2026-04-15T16:03:28
V-0002077,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,movil,ios,352,VALIDO,2026-04-15T11:05:06
V-0000442,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,punto_fisico,terminal,1633,REVISION,2026-04-15T15:45:32
V-0002052,PP-422,Escuelas deportivas,INDER,16,Belen,sur,web,desktop,143,VALIDO,2026-04-15T16:53:43
V-0002542,PP-101,Bibliotecas barriales,Cultura,70,Altavista,rural,kiosko,terminal,1702,VALIDO,2026-04-15T11:55:32
V-0001302,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,web,tablet,657,VALIDO,2026-04-15T14:44:08
V-0006919,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,android,235,VALIDO,2026-04-15T11:27:00
V-0003431,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,desktop,247,VALIDO,2026-04-15T12:23:40
V-0001305,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,punto_fisico,terminal,1306,VALIDO,2026-04-15T13:15:20
V-0000237,PP-205,Huertas urbanas,Medio Ambiente,13,San Javier,ladera_occidente,punto_fisico,terminal,1709,VALIDO,2026-04-15T16:07:57
V-0006271,PP-101,Bibliotecas barriales,Cultura,90,Santa Elena,rural,punto_fisico,terminal,1539,VALIDO,2026-04-15T11:24:35
V-0002600,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,kiosko,terminal,1429,VALIDO,2026-04-15T16:18:23
V-0004617,PP-205,Huertas urbanas,Medio Ambiente,1,Popular,ladera_norte,punto_fisico,terminal,1044,VALIDO,2026-04-15T11:44:38
V-0002574,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,web,desktop,477,VALIDO,2026-04-15T11:22:50
V-0003281,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,movil,android,898,VALIDO,2026-04-15T13:01:57
V-0003187,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,punto_fisico,terminal,1398,REVISION,2026-04-15T14:21:24
V-0003954,PP-101,Bibliotecas barriales,Cultura,70,Altavista,rural,punto_fisico,terminal,1515,VALIDO,2026-04-15T15:15:39
V-0002769,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,kiosko,terminal,1791,VALIDO,2026-04-15T11:14:24
V-0004832,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1340,VALIDO,2026-04-15T13:42:24
V-0004224,PP-101,Bibliotecas barriales,Cultura,8,Villa Hermosa,ladera_oriente,movil,android,661,VALIDO,2026-04-15T10:38:49
V-0002107,PP-101,Bibliotecas barriales,Cultura,2,Santa Cruz,ladera_norte,kiosko,terminal,2017,VALIDO,2026-04-15T12:20:04
V-0002680,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,punto_fisico,terminal,1211,VALIDO,2026-04-15T16:19:25
V-0002762,PP-318,Ciclorutas seguras,Movilidad,70,Altavista,rural,kiosko,terminal,1787,VALIDO,2026-04-15T10:54:00
V-0004689,PP-633,Aulas digitales,Educacion,8,Villa Hermosa,ladera_oriente,movil,android,281,VALIDO,2026-04-15T16:14:42
V-0005400,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,movil,ios,574,VALIDO,2026-04-15T10:23:27
V-0001388,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1302,VALIDO,2026-04-15T12:13:40
V-0007060,PP-633,Aulas digitales,Educacion,5,Castilla,valle,punto_fisico,terminal,1410,VALIDO,2026-04-15T09:31:13
V-0006808,PP-318,Ciclorutas seguras,Movilidad,80,San Antonio de Prado,rural,movil,android,2256,VALIDO,2026-04-15T12:50:06
V-0006048,PP-704,Mejoramiento de parques,Infraestructura,14,El Poblado,sur,web,tablet,402,VALIDO,2026-04-15T10:50:04
V-0006477,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,kiosko,terminal,1651,REVISION,2026-04-15T13:48:14
V-0007258,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,movil,android,241,VALIDO,2026-04-15T15:20:55
V-0005001,PP-205,Huertas urbanas,Medio Ambiente,60,San Cristobal,rural,movil,android,240,VALIDO,2026-04-15T14:57:44
V-0005854,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,kiosko,terminal,1474,VALIDO,2026-04-15T14:46:31
V-0001280,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,punto_fisico,terminal,1248,VALIDO,2026-04-15T16:30:51
V-0006715,PP-704,Mejoramiento de parques,Infraestructura,5,Castilla,valle,web,desktop,393,VALIDO,2026-04-15T10:44:22
V-0007369,PP-318,Ciclorutas seguras,Movilidad,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1491,VALIDO,2026-04-15T14:50:15
V-0001556,PP-517,Cuidado adulto mayor,Inclusion Social,5,Castilla,valle,movil,android,422,VALIDO,2026-04-15T12:51:41
V-0006803,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,movil,android,357,VALIDO,2026-04-15T10:15:31
V-0003191,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,web,desktop,244,VALIDO,2026-04-15T11:56:21
V-0004567,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,movil,android,544,VALIDO,2026-04-15T12:09:27
V-0004803,PP-205,Huertas urbanas,Medio Ambiente,7,Robledo,ladera_noroccidente,movil,ios,540,VALIDO,2026-04-15T13:40:25
V-0007055,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,movil,ios,850,VALIDO,2026-04-15T11:21:59
V-0004842,PP-422,Escuelas deportivas,INDER,10,La Candelaria,centro,web,desktop,90,VALIDO,2026-04-15T16:02:36
V-0003595,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,movil,ios,90,VALIDO,2026-04-15T10:45:59
V-0001921,PP-633,Aulas digitales,Educacion,5,Castilla,valle,movil,android,794,VALIDO,2026-04-15T10:33:17
V-0000514,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,web,desktop,169,VALIDO,2026-04-15T09:13:21
V-0004178,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,kiosko,terminal,1275,VALIDO,2026-04-15T16:32:23
V-0001309,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,movil,ios,440,VALIDO,2026-04-15T12:13:47
V-0005668,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,punto_fisico,terminal,907,VALIDO,2026-04-15T09:13:48
V-0000915,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,web,desktop,479,VALIDO,2026-04-15T13:30:57
V-0003453,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,web,desktop,310,VALIDO,2026-04-15T14:41:40
V-0003696,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,web,desktop,251,VALIDO,2026-04-15T14:17:45
V-0004243,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,punto_fisico,terminal,1522,VALIDO,2026-04-15T10:52:04
V-0003157,PP-422,Escuelas deportivas,INDER,5,Castilla,valle,movil,android,383,VALIDO,2026-04-15T12:02:54
V-0002199,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,601,VALIDO,2026-04-15T12:09:46
V-0000775,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,kiosko,terminal,1649,VALIDO,2026-04-15T15:36:53
V-0004426,PP-318,Ciclorutas seguras,Movilidad,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1344,VALIDO,2026-04-15T12:57:15
V-0000944,PP-205,Huertas urbanas,Medio Ambiente,13,San Javier,ladera_occidente,movil,android,493,VALIDO,2026-04-15T11:05:37
V-0000823,PP-318,Ciclorutas seguras,Movilidad,12,La America,centro_sur,web,desktop,706,VALIDO,2026-04-15T12:17:13
V-0005006,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,kiosko,terminal,1671,VALIDO,2026-04-15T14:15:56
V-0004278,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,movil,ios,537,VALIDO,2026-04-15T09:10:13
V-0000165,PP-318,Ciclorutas seguras,Movilidad,70,Altavista,rural,movil,android,262,REVISION,2026-04-15T16:32:52
V-0005620,PP-422,Escuelas deportivas,INDER,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1711,VALIDO,2026-04-15T14:07:20
V-0004548,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,movil,android,278,VALIDO,2026-04-15T10:07:40
V-0003984,PP-517,Cuidado adulto mayor,Inclusion Social,14,El Poblado,sur,punto_fisico,terminal,1603,VALIDO,2026-04-15T12:45:50
V-0002539,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,web,tablet,402,VALIDO,2026-04-15T14:33:15
V-0007172,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,kiosko,terminal,1684,VALIDO,2026-04-15T15:41:51
V-0001312,PP-517,Cuidado adulto mayor,Inclusion Social,11,Laureles-Estadio,centro_sur,movil,android,534,VALIDO,2026-04-15T11:26:38
V-0005208,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,punto_fisico,terminal,1524,VALIDO,2026-04-15T11:41:53
V-0006841,PP-517,Cuidado adulto mayor,Inclusion Social,13,San Javier,ladera_occidente,punto_fisico,terminal,1384,INVALIDO,2026-04-15T11:12:17
V-0005384,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,punto_fisico,terminal,4716,VALIDO,2026-04-15T09:19:46
V-0006273,PP-633,Aulas digitales,Educacion,9,Buenos Aires,ladera_oriente,kiosko,terminal,1911,VALIDO,2026-04-15T14:26:48
V-0006980,PP-205,Huertas urbanas,Medio Ambiente,4,Aranjuez,valle,movil,android,420,VALIDO,2026-04-15T09:49:43
V-0003301,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,movil,android,3305,INVALIDO,2026-04-15T15:52:29
V-0003311,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,kiosko,terminal,1929,VALIDO,2026-04-15T15:57:47
V-0000328,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,punto_fisico,terminal,1498,REVISION,2026-04-15T14:56:29
V-0005887,PP-318,Ciclorutas seguras,Movilidad,12,La America,centro_sur,movil,android,448,VALIDO,2026-04-15T12:25:45
V-0002491,PP-422,Escuelas deportivas,INDER,70,Altavista,rural,movil,android,297,VALIDO,2026-04-15T12:48:35
V-0005955,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,movil,android,186,VALIDO,2026-04-15T16:02:22
V-0007048,PP-318,Ciclorutas seguras,Movilidad,12,La America,centro_sur,web,tablet,534,VALIDO,2026-04-15T09:36:29
V-0004409,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1210,INVALIDO,2026-04-15T13:48:05
V-0000833,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,kiosko,terminal,1483,VALIDO,2026-04-15T10:01:54
V-0003080,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,movil,android,203,VALIDO,2026-04-15T15:10:11
V-0003463,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,movil,android,443,VALIDO,2026-04-15T11:02:07
V-0005298,PP-633,Aulas digitales,Educacion,50,San Sebastian de Palmitas,rural,movil,android,647,VALIDO,2026-04-15T15:07:57
V-0006595,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,punto_fisico,terminal,1296,VALIDO,2026-04-15T10:22:42
V-0000055,PP-101,Bibliotecas barriales,Cultura,3,Manrique,ladera_norte,punto_fisico,terminal,1209,VALIDO,2026-04-15T09:32:35
V-0004065,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,movil,android,465,VALIDO,2026-04-15T12:17:13
V-0003452,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,movil,android,531,VALIDO,2026-04-15T11:21:25
V-0001902,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,web,tablet,393,VALIDO,2026-04-15T14:16:19
V-0001482,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,web,tablet,3825,INVALIDO,2026-04-15T15:02:10
V-0004874,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,kiosko,terminal,1987,VALIDO,2026-04-15T15:36:48
V-0004896,PP-704,Mejoramiento de parques,Infraestructura,3,Manrique,ladera_norte,kiosko,terminal,1884,REVISION,2026-04-15T10:23:17
